Tarih,Bölge,Ürün Kategorisi,Ürün Adı,Birim Fiyat (TL),Satış Miktarı,Toplam Tutar (TL),Müşteri Segmenti,Ödeme Yöntemi,Müşteri Yaşı,Cinsiyet,Sipariş Durumu,Müşteri Memnuniyeti,İndirim Oranı
2024-12-05,Ankara,Gıda,Bal,474.01,1,474.01,Bireysel,Kredi Kartı,18.0,Kadın,Tamamlandı,4.3,0.2
2024-12-06,Konya,Gıda,Zeytinyağı,80.3,1,80.3,Bireysel,Kredi Kartı,19.0,Erkek,Tamamlandı,2.2,0.09
2024-12-07,İstanbul,Kitap & Kırtasiye,Defter,241.97,2,483.94,Premium,Kredi Kartı,41.0,Kadın,Tamamlandı,5.0,0.0
2024-12-07,İstanbul,Gıda,Kuruyemiş,303.35,3,910.05,Bireysel,Kapıda Ödeme,25.0,Kadın,Tamamlandı,3.0,0.0
2024-12-07,Gaziantep,Giyim,Tişört,721.85,6,4331.1,Kurumsal,Kredi Kartı,29.0,Erkek,Tamamlandı,5.0,0.0
2024-12-07,İstanbul,Giyim,Elbise,2286.52,2,4573.04,Bireysel,Kapıda Ödeme,23.0,Erkek,Tamamlandı,4.9,0.0
2024-12-07,Bursa,Spor,Yoga Matı,1046.1,6,6276.6,Kurumsal,Banka Kartı,40.0,Kadın,Tamamlandı,4.1,0.0
2024-12-09,Antalya,Ev & Yaşam,Nevresim Takımı,671.11,1,671.11,Bireysel,Banka Kartı,22.0,Kadın,Tamamlandı,4.4,0.0
2024-12-09,Antalya,Kozmetik,Güneş Kremi,979.58,4,3918.32,Kurumsal,Havale/EFT,38.0,Kadın,Tamamlandı,4.5,0.0
2024-12-11,Ankara,Kitap & Kırtasiye,Ajanda,197.1,1,197.1,Bireysel,Kapıda Ödeme,38.0,Erkek,Tamamlandı,3.3,0.0
2024-12-11,Adana,Ev & Yaşam,Nevresim Takımı,214.79,3,644.37,Bireysel,Kredi Kartı,36.0,Kadın,Tamamlandı,2.6,0.0
2024-12-11,Antalya,Ev & Yaşam,Dekoratif Vazo,1031.39,1,1031.39,Premium,Kapıda Ödeme,35.0,Kadın,Tamamlandı,3.7,0.0
2024-12-11,Antalya,Elektronik,Kulaklık,20790.55,1,20790.55,Kurumsal,Banka Kartı,21.0,Kadın,Tamamlandı,3.7,0.0
2024-12-11,Antalya,Giyim,Elbise,676.91,6,4061.46,Bireysel,Banka Kartı,29.0,Erkek,Tamamlandı,4.4,0.17
2024-12-11,İzmir,Ev & Yaşam,Havlu Seti,489.67,6,2938.02,Bireysel,Kapıda Ödeme,32.0,Erkek,Beklemede,3.5,0.15
2024-12-11,Trabzon,Spor,Koşu Ayakkabısı,1095.56,2,2191.12,Kurumsal,Havale/EFT,32.0,Kadın,Tamamlandı,3.1,0.0
2024-12-12,Adana,Elektronik,Tablet,14041.25,2,28082.5,Kurumsal,Kapıda Ödeme,31.0,Kadın,Tamamlandı,5.0,0.19
2024-12-13,Ankara,Elektronik,Akıllı Telefon,15555.24,3,46665.72,Bireysel,Kredi Kartı,28.0,Kadın,Tamamlandı,2.2,0.17
2024-12-13,Konya,Elektronik,Dizüstü Bilgisayar,13847.63,6,83085.78,Bireysel,Banka Kartı,22.0,Kadın,Tamamlandı,4.4,0.0
2024-12-13,Antalya,Kozmetik,Göz Farı,187.45,1,187.45,Bireysel,Banka Kartı,39.0,Kadın,Tamamlandı,4.7,0.05
2024-12-13,İzmir,Ev & Yaşam,Yastık,1282.69,2,2565.38,Bireysel,Kredi Kartı,30.0,Erkek,İade Edildi,4.3,0.0
2024-12-14,İstanbul,Elektronik,Akıllı Telefon,2738.15,7,19167.05,Kurumsal,Havale/EFT,31.0,Erkek,Tamamlandı,4.0,0.0
2024-12-14,Konya,Kitap & Kırtasiye,Kalem Seti,114.8,7,803.6,Premium,Banka Kartı,24.0,Kadın,Tamamlandı,3.1,0.23
2024-12-14,Antalya,Ev & Yaşam,Yastık,1418.47,4,5673.88,Kurumsal,Banka Kartı,22.0,Kadın,Tamamlandı,3.3,0.0
2024-12-14,Adana,Elektronik,Dizüstü Bilgisayar,11729.91,4,46919.64,Bireysel,Kredi Kartı,41.0,Kadın,İptal Edildi,2.9,0.0
2024-12-14,İstanbul,Elektronik,Akıllı Saat,2576.77,3,7730.31,Bireysel,Kredi Kartı,22.0,Erkek,İade Edildi,4.5,0.23
2024-12-15,İzmir,Ev & Yaşam,Yastık,162.35,9,1461.15,Bireysel,Kredi Kartı,38.0,Kadın,İptal Edildi,4.4,0.0
2024-12-15,Antalya,Spor,Koşu Ayakkabısı,1102.37,1,1102.37,Kurumsal,Kredi Kartı,31.0,Kadın,İade Edildi,4.2,0.0
2024-12-15,İstanbul,Kozmetik,Parfüm,215.64,9,1940.76,Bireysel,Kredi Kartı,43.0,Kadın,Tamamlandı,4.3,0.0
2024-12-15,İstanbul,Elektronik,Akıllı Telefon,9480.5,7,66363.5,Premium,Kredi Kartı,38.0,Kadın,Tamamlandı,4.9,0.07
2024-12-19,Bursa,Gıda,Bal,302.5,10,3025.0,Bireysel,Havale/EFT,44.0,Erkek,Tamamlandı,3.2,0.18
2024-12-21,İzmir,Giyim,Ayakkabı,1993.04,6,11958.24,Kurumsal,Banka Kartı,41.0,Kadın,Tamamlandı,4.5,0.0
2024-12-21,Antalya,Elektronik,Akıllı Telefon,7308.33,5,36541.65,Bireysel,Kredi Kartı,52.0,Kadın,Tamamlandı,5.0,0.0
2024-12-22,Antalya,Gıda,Kahve,232.17,1,232.17,Bireysel,Banka Kartı,55.0,Kadın,Tamamlandı,3.6,0.08
2024-12-23,Gaziantep,Gıda,Bal,71.09,3,213.27,Kurumsal,Kredi Kartı,34.0,Kadın,İptal Edildi,3.9,0.25
2024-12-24,İstanbul,Giyim,Ceket,2390.29,8,19122.32,Bireysel,Kredi Kartı,28.0,Erkek,Tamamlandı,3.2,0.16
2024-12-24,Bursa,Ev & Yaşam,Nevresim Takımı,1327.82,3,3983.46,Bireysel,Kredi Kartı,35.0,Kadın,Tamamlandı,3.3,0.0
2024-12-24,Bursa,Kitap & Kırtasiye,Ajanda,273.14,1,273.14,Bireysel,Kapıda Ödeme,24.0,Kadın,İade Edildi,4.6,0.11
2024-12-25,Ankara,Gıda,Zeytinyağı,411.39,3,1234.17,Kurumsal,Kapıda Ödeme,33.0,Erkek,Tamamlandı,5.0,0.0
2024-12-25,İstanbul,Giyim,Ceket,2196.04,1,2196.04,Bireysel,Banka Kartı,39.0,Kadın,Tamamlandı,4.3,0.16
2024-12-26,İstanbul,Spor,Dambıl Seti,1869.36,3,5608.08,Bireysel,Banka Kartı,23.0,Erkek,Tamamlandı,3.3,0.0
2024-12-26,Ankara,Kozmetik,Göz Farı,872.37,2,1744.74,Kurumsal,Havale/EFT,59.0,Erkek,Tamamlandı,4.6,0.0
2024-12-28,Antalya,Elektronik,Tablet,5391.91,4,21567.64,Kurumsal,Kapıda Ödeme,19.0,Kadın,İade Edildi,3.6,0.0
2024-12-28,İzmir,Ev & Yaşam,Yastık,589.85,2,1179.7,Bireysel,Banka Kartı,23.0,Erkek,İptal Edildi,5.0,0.0
2024-12-28,Bursa,Gıda,Bal,325.4,5,1627.0,Premium,Havale/EFT,35.0,Erkek,Tamamlandı,3.7,0.09
2024-12-29,Antalya,Gıda,Kahve,202.15,2,404.3,Bireysel,Banka Kartı,19.0,Kadın,Beklemede,4.3,0.27
2024-12-29,Ankara,Spor,Koşu Ayakkabısı,717.39,2,1434.78,Kurumsal,Banka Kartı,26.0,Erkek,Tamamlandı,4.9,0.19
2024-12-30,İstanbul,Giyim,Ayakkabı,2293.92,1,2293.92,Bireysel,Banka Kartı,20.0,Kadın,Tamamlandı,2.7,0.3
2024-12-30,İzmir,Elektronik,Akıllı Saat,1295.53,4,5182.12,Bireysel,Kapıda Ödeme,37.0,Kadın,Tamamlandı,3.1,0.0
2024-12-30,Konya,Spor,Yoga Matı,988.07,1,988.07,Kurumsal,Banka Kartı,42.0,Erkek,Tamamlandı,5.0,0.0
2024-12-30,İstanbul,Gıda,Kahve,222.98,1,222.98,Kurumsal,Havale/EFT,41.0,Kadın,Tamamlandı,3.2,0.0
2025-01-01,İstanbul,Giyim,Tişört,473.28,2,946.56,Premium,Banka Kartı,42.0,Kadın,Tamamlandı,3.4,0.0
2025-01-01,İzmir,Kozmetik,Göz Farı,702.19,3,2106.57,Bireysel,Kredi Kartı,38.0,Kadın,Tamamlandı,4.5,0.07
2025-01-03,Konya,Elektronik,Dizüstü Bilgisayar,6464.34,2,12928.68,Kurumsal,Kapıda Ödeme,18.0,Kadın,Tamamlandı,4.2,0.0
2025-01-03,Samsun,Giyim,Pantolon,2470.99,1,2470.99,Kurumsal,Banka Kartı,51.0,Kadın,Tamamlandı,3.9,0.0
2025-01-03,Adana,Giyim,Ayakkabı,954.14,1,954.14,Bireysel,Kredi Kartı,26.0,Kadın,Tamamlandı,2.8,0.1
2025-01-04,Gaziantep,Spor,Spor Çantası,841.12,1,841.12,Bireysel,Kredi Kartı,32.0,Kadın,Tamamlandı,2.4,0.0
2025-01-05,Bursa,Kitap & Kırtasiye,Roman,47.27,1,47.27,Bireysel,Havale/EFT,28.0,Erkek,Tamamlandı,4.8,0.0
2025-01-05,Konya,Kozmetik,Göz Farı,1101.88,1,1101.88,Bireysel,Banka Kartı,37.0,Kadın,Tamamlandı,1.9,0.0
2025-01-05,Antalya,Ev & Yaşam,Mum,332.52,2,665.04,Premium,Kredi Kartı,31.0,Kadın,Tamamlandı,4.3,0.26
2025-01-06,İstanbul,Elektronik,Dizüstü Bilgisayar,2688.83,3,8066.49,Bireysel,Banka Kartı,45.0,Kadın,İade Edildi,5.0,0.0
2025-01-07,Samsun,Giyim,Ceket,1048.86,2,2097.72,Bireysel,Banka Kartı,45.0,Erkek,İptal Edildi,3.8,0.0
2025-01-07,Antalya,Elektronik,Dizüstü Bilgisayar,1464.37,2,2928.74,Bireysel,Kredi Kartı,21.0,Kadın,Tamamlandı,5.0,0.14
2025-01-07,İzmir,Gıda,Zeytinyağı,52.92,2,105.84,Bireysel,Kredi Kartı,37.0,Kadın,Tamamlandı,4.8,0.0
2025-01-07,İstanbul,Kozmetik,Parfüm,957.92,5,4789.6,Bireysel,Banka Kartı,18.0,Erkek,Tamamlandı,4.6,0.2
2025-01-08,İstanbul,Elektronik,Kulaklık,4723.47,5,23617.35,Bireysel,Kredi Kartı,33.0,Erkek,Tamamlandı,3.5,0.0
2025-01-08,Gaziantep,Kozmetik,Nemlendirici Krem,447.98,7,3135.86,Bireysel,Havale/EFT,18.0,Kadın,Tamamlandı,3.1,0.0
2025-01-08,İstanbul,Elektronik,Akıllı Saat,17337.24,1,17337.24,Bireysel,Kredi Kartı,30.0,Erkek,Tamamlandı,4.8,0.27
2025-01-08,İzmir,Spor,Pilates Bandı,2566.48,1,2566.48,Bireysel,Banka Kartı,18.0,Erkek,Tamamlandı,4.5,0.15
2025-01-09,Ankara,Giyim,Ceket,939.79,5,4698.95,Bireysel,Banka Kartı,29.0,Erkek,Beklemede,3.7,0.0
2025-01-10,Ankara,Gıda,Çay,225.6,1,225.6,Bireysel,Kredi Kartı,33.0,Erkek,Tamamlandı,4.7,0.0
2025-01-10,Ankara,Kitap & Kırtasiye,Roman,61.95,3,185.85,Bireysel,Kredi Kartı,35.0,Kadın,Tamamlandı,3.7,0.0
2025-01-10,İstanbul,Spor,Pilates Bandı,1330.42,7,9312.94,Kurumsal,Kredi Kartı,28.0,Erkek,Tamamlandı,3.5,0.0
2025-01-11,Ankara,Elektronik,Tablet,7487.07,1,7487.07,Premium,Banka Kartı,30.0,Erkek,Tamamlandı,3.9,0.0
2025-01-11,Trabzon,Kozmetik,Parfüm,856.68,5,4283.4,Premium,Kredi Kartı,51.0,Erkek,Tamamlandı,3.3,0.0
2025-01-11,Ankara,Kozmetik,Parfüm,431.17,4,1724.68,Kurumsal,Banka Kartı,49.0,Kadın,Tamamlandı,4.0,0.0
2025-01-12,İzmir,Elektronik,Akıllı Telefon,22119.81,1,22119.81,Bireysel,Banka Kartı,46.0,Kadın,Beklemede,3.7,0.0
2025-01-12,Antalya,Gıda,Bal,157.99,6,947.94,Bireysel,Kredi Kartı,46.0,Erkek,Tamamlandı,3.7,0.18
2025-01-13,İstanbul,Giyim,Ceket,417.47,2,834.94,Kurumsal,Havale/EFT,37.0,Erkek,Tamamlandı,4.7,0.0
2025-01-13,Antalya,Ev & Yaşam,Nevresim Takımı,1177.97,2,2355.94,Bireysel,Kapıda Ödeme,26.0,Erkek,Tamamlandı,4.6,0.22
2025-01-14,Konya,Giyim,Ceket,919.64,1,919.64,Bireysel,Banka Kartı,47.0,Kadın,Tamamlandı,2.5,0.0
2025-01-14,İstanbul,Ev & Yaşam,Havlu Seti,371.58,6,2229.48,Premium,Kredi Kartı,36.0,Erkek,İptal Edildi,4.1,0.2
2025-01-14,İstanbul,Ev & Yaşam,Mum,261.84,1,261.84,Bireysel,Havale/EFT,,Kadın,Tamamlandı,4.9,0.0
2025-01-15,Ankara,Gıda,Bal,344.58,1,344.58,Kurumsal,Banka Kartı,53.0,Kadın,Tamamlandı,2.3,0.0
2025-01-18,Gaziantep,Kitap & Kırtasiye,Defter,224.77,2,449.54,Kurumsal,Kapıda Ödeme,54.0,Erkek,Tamamlandı,4.8,0.0
2025-01-19,İstanbul,Elektronik,Tablet,10573.04,1,10573.04,Bireysel,Kredi Kartı,38.0,Kadın,Tamamlandı,4.3,0.0
2025-01-19,İstanbul,Kitap & Kırtasiye,Ajanda,110.13,3,330.39,Premium,Kapıda Ödeme,35.0,Kadın,Tamamlandı,4.6,0.0
2025-01-19,Antalya,Kozmetik,Ruj,193.67,1,193.67,Bireysel,Banka Kartı,41.0,Kadın,Tamamlandı,4.8,0.0
2025-01-20,Ankara,Ev & Yaşam,Mum,321.65,4,1286.6,Bireysel,Kredi Kartı,18.0,Erkek,İade Edildi,2.6,0.07
2025-01-20,İstanbul,Kitap & Kırtasiye,Boyama Kitabı,156.03,2,312.06,Bireysel,Kredi Kartı,27.0,Erkek,Tamamlandı,4.9,0.0
2025-01-20,Trabzon,Giyim,Elbise,385.19,1,385.19,Bireysel,Havale/EFT,37.0,Kadın,Beklemede,3.9,0.0
2025-01-20,Ankara,Elektronik,Akıllı Saat,11435.0,7,80045.0,Premium,Kredi Kartı,47.0,Kadın,Tamamlandı,3.7,0.1
2025-01-20,İstanbul,Kozmetik,Nemlendirici Krem,52.2,1,52.2,Bireysel,Kredi Kartı,37.0,Erkek,İade Edildi,4.8,0.0
2025-01-20,Ankara,Elektronik,Akıllı Saat,22100.07,3,66300.21,Kurumsal,Kredi Kartı,45.0,Kadın,Tamamlandı,4.5,0.0
2025-01-21,Samsun,Elektronik,Dizüstü Bilgisayar,18311.95,5,91559.75,Premium,Kapıda Ödeme,31.0,Kadın,Tamamlandı,4.4,0.18
2025-01-21,İstanbul,Elektronik,Akıllı Saat,16998.78,2,33997.56,Bireysel,Havale/EFT,43.0,Kadın,Tamamlandı,4.8,0.0
2025-01-22,Bursa,Kozmetik,Güneş Kremi,663.55,1,663.55,Kurumsal,Banka Kartı,24.0,Kadın,İade Edildi,5.0,0.0
2025-01-22,Gaziantep,Gıda,Çay,236.59,3,709.77,Premium,Havale/EFT,46.0,Erkek,Tamamlandı,3.9,0.19
2025-01-23,Adana,Giyim,Elbise,642.14,2,1284.28,Kurumsal,Kredi Kartı,52.0,Kadın,Tamamlandı,3.4,0.0
2025-01-23,Gaziantep,Giyim,Ayakkabı,2132.65,3,6397.95,Kurumsal,Havale/EFT,25.0,Kadın,Tamamlandı,3.3,0.0
2025-01-24,Ankara,Elektronik,Kulaklık,6811.98,2,13623.96,Bireysel,Kredi Kartı,34.0,Erkek,Tamamlandı,2.9,0.0
2025-01-24,Gaziantep,Elektronik,Dizüstü Bilgisayar,13779.37,2,27558.74,Bireysel,Kredi Kartı,28.0,Kadın,Tamamlandı,4.0,0.0
2025-01-25,Antalya,Elektronik,Akıllı Saat,13683.32,1,13683.32,Bireysel,Kredi Kartı,43.0,Kadın,Tamamlandı,4.4,0.0
2025-01-25,İstanbul,Elektronik,Akıllı Saat,744.25,7,5209.75,Premium,Kredi Kartı,31.0,Kadın,İptal Edildi,3.1,0.0
2025-01-25,İzmir,Elektronik,Akıllı Saat,20540.11,1,20540.11,Bireysel,Kapıda Ödeme,34.0,Kadın,Tamamlandı,5.0,0.0
2025-01-26,İstanbul,Giyim,Pantolon,1396.78,4,5587.12,Kurumsal,Kredi Kartı,31.0,Erkek,Tamamlandı,4.2,0.13
2025-01-26,Samsun,Giyim,Pantolon,1158.15,1,1158.15,Premium,Kapıda Ödeme,18.0,Erkek,Beklemede,2.7,0.0
2025-01-26,İzmir,Spor,Pilates Bandı,1438.93,3,4316.79,Kurumsal,Banka Kartı,38.0,Kadın,Tamamlandı,3.6,0.0
2025-01-27,İzmir,Spor,Koşu Ayakkabısı,2048.02,2,4096.04,Bireysel,Kredi Kartı,40.0,Erkek,Tamamlandı,3.6,0.0
2025-01-27,Samsun,Giyim,Pantolon,305.1,7,2135.7,Premium,Banka Kartı,42.0,Erkek,İptal Edildi,5.0,0.0
2025-01-27,Ankara,Elektronik,Kulaklık,1707.72,1,1707.72,Bireysel,Banka Kartı,31.0,Kadın,Tamamlandı,5.0,0.26
2025-01-27,Ankara,Elektronik,Akıllı Saat,14363.37,1,14363.37,Kurumsal,Kredi Kartı,57.0,Erkek,Tamamlandı,3.8,0.2
2025-01-28,Ankara,Ev & Yaşam,Yastık,151.6,1,151.6,Kurumsal,Havale/EFT,52.0,Kadın,Tamamlandı,3.4,0.0
2025-01-28,Gaziantep,Gıda,Kahve,407.27,4,1629.08,Kurumsal,Kredi Kartı,37.0,Erkek,Beklemede,3.8,0.0
2025-01-30,Ankara,Kozmetik,Ruj,686.41,1,686.41,Premium,Kredi Kartı,22.0,Kadın,Tamamlandı,3.9,0.0
2025-01-30,İstanbul,Gıda,Bal,97.89,6,587.34,Bireysel,Banka Kartı,53.0,Erkek,Tamamlandı,5.0,0.0
2025-01-30,Konya,Kozmetik,Nemlendirici Krem,511.86,1,511.86,Bireysel,Banka Kartı,18.0,Erkek,Tamamlandı,3.2,0.0
2025-01-30,Trabzon,Giyim,Elbise,1090.07,7,7630.49,Kurumsal,Kredi Kartı,39.0,Kadın,İptal Edildi,4.0,0.0
2025-01-31,İzmir,Spor,Yoga Matı,1810.52,1,1810.52,Bireysel,Havale/EFT,20.0,Kadın,Tamamlandı,4.1,0.0
2025-01-31,Konya,Giyim,Ayakkabı,89.27,4,357.08,Bireysel,Kapıda Ödeme,41.0,Erkek,Tamamlandı,5.0,0.15
2025-01-31,İzmir,Ev & Yaşam,Nevresim Takımı,356.58,5,1782.9,Kurumsal,Kredi Kartı,32.0,Kadın,Tamamlandı,3.9,0.0
2025-02-01,Bursa,Elektronik,Akıllı Telefon,6208.96,3,18626.88,Kurumsal,Kredi Kartı,43.0,Kadın,Tamamlandı,3.8,0.0
2025-02-01,İzmir,Giyim,Ceket,205.01,1,205.01,Bireysel,Banka Kartı,18.0,Erkek,İptal Edildi,4.0,0.0
2025-02-01,Ankara,Ev & Yaşam,Havlu Seti,716.05,3,2148.15,Bireysel,Kredi Kartı,27.0,Kadın,Tamamlandı,4.4,0.29
2025-02-03,İstanbul,Kozmetik,Nemlendirici Krem,371.92,6,2231.52,Bireysel,Kredi Kartı,45.0,Kadın,Tamamlandı,4.9,0.18
2025-02-04,Antalya,Elektronik,Dizüstü Bilgisayar,8135.5,1,8135.5,Kurumsal,Kredi Kartı,38.0,Erkek,Tamamlandı,5.0,0.24
2025-02-04,Ankara,Giyim,Pantolon,826.21,4,3304.84,Kurumsal,Havale/EFT,45.0,Kadın,Tamamlandı,4.5,0.0
2025-02-04,Antalya,Giyim,Elbise,1273.02,2,2546.04,Premium,Banka Kartı,46.0,Erkek,İptal Edildi,5.0,0.0
2025-02-04,Bursa,Giyim,Elbise,997.07,7,6979.49,Kurumsal,Banka Kartı,57.0,Erkek,Tamamlandı,5.0,0.08
2025-02-04,Adana,Gıda,Kahve,92.64,1,92.64,Bireysel,Kapıda Ödeme,34.0,Kadın,Beklemede,4.9,0.0
2025-02-04,Bursa,Elektronik,Akıllı Telefon,6826.56,1,6826.56,Kurumsal,Banka Kartı,31.0,Erkek,İade Edildi,3.0,0.0
2025-02-05,Gaziantep,Gıda,Kuruyemiş,235.76,2,471.52,Bireysel,Havale/EFT,51.0,Erkek,Tamamlandı,3.6,0.0
2025-02-05,Ankara,Elektronik,Dizüstü Bilgisayar,13344.24,1,13344.24,Bireysel,Havale/EFT,56.0,Kadın,Tamamlandı,1.7,0.0
2025-02-05,İstanbul,Gıda,Çay,401.34,1,401.34,Bireysel,Havale/EFT,18.0,Erkek,Tamamlandı,5.0,0.11
2025-02-05,Konya,Kitap & Kırtasiye,Defter,96.94,6,581.64,Premium,Kredi Kartı,33.0,Erkek,Tamamlandı,2.9,0.0
2025-02-06,Adana,Kozmetik,Parfüm,1172.73,2,2345.46,Premium,Banka Kartı,,Erkek,İptal Edildi,4.8,0.0
2025-02-06,İstanbul,Giyim,Pantolon,163.19,2,326.38,Bireysel,Kredi Kartı,29.0,Erkek,Tamamlandı,5.0,0.0
2025-02-06,İzmir,Kozmetik,Göz Farı,712.0,3,2136.0,Premium,Kapıda Ödeme,41.0,Kadın,Tamamlandı,4.8,0.27
2025-02-07,Adana,Spor,Spor Çantası,1938.98,6,11633.88,Kurumsal,Kredi Kartı,54.0,Kadın,Tamamlandı,4.0,0.0
2025-02-08,Ankara,Gıda,Kahve,339.68,2,679.36,Kurumsal,Kapıda Ödeme,33.0,Erkek,İade Edildi,4.5,0.14
2025-02-08,Konya,Ev & Yaşam,Dekoratif Vazo,843.03,1,843.03,Kurumsal,Banka Kartı,34.0,Erkek,Tamamlandı,4.7,0.0
2025-02-08,Adana,Kitap & Kırtasiye,Defter,28.62,6,171.72,Bireysel,Kredi Kartı,36.0,Kadın,Tamamlandı,3.7,0.0
2025-02-09,Gaziantep,Elektronik,Akıllı Saat,8780.97,1,8780.97,Bireysel,Kredi Kartı,,Kadın,Tamamlandı,3.3,0.08
2025-02-10,Ankara,Elektronik,Tablet,14625.35,1,14625.35,Bireysel,Kredi Kartı,26.0,Kadın,Tamamlandı,5.0,0.0
2025-02-10,İstanbul,Kitap & Kırtasiye,Kalem Seti,84.54,1,84.54,Bireysel,Kredi Kartı,34.0,Kadın,Tamamlandı,4.1,0.0
2025-02-10,İzmir,Giyim,Elbise,1319.25,2,2638.5,Bireysel,Havale/EFT,42.0,Erkek,Tamamlandı,5.0,0.0
2025-02-11,İstanbul,Gıda,Çay,470.15,3,1410.45,Kurumsal,Havale/EFT,41.0,Kadın,Beklemede,3.3,0.0
2025-02-11,Antalya,Spor,Spor Çantası,1761.54,3,5284.62,Bireysel,Kredi Kartı,39.0,Erkek,Tamamlandı,4.4,0.0
2025-02-12,Konya,Elektronik,Tablet,10040.05,1,10040.05,Kurumsal,Kapıda Ödeme,40.0,Kadın,Tamamlandı,3.1,0.0
2025-02-13,İstanbul,Giyim,Ceket,288.45,3,865.35,Bireysel,Kredi Kartı,55.0,Kadın,İptal Edildi,4.9,0.0
2025-02-13,İzmir,Ev & Yaşam,Havlu Seti,692.53,1,692.53,Bireysel,Kredi Kartı,36.0,Erkek,Tamamlandı,4.3,0.0
2025-02-14,İzmir,Ev & Yaşam,Dekoratif Vazo,1012.82,5,5064.1,Kurumsal,Kredi Kartı,26.0,Kadın,Tamamlandı,4.2,0.1
2025-02-14,Adana,Gıda,Kuruyemiş,310.24,1,310.24,Kurumsal,Kapıda Ödeme,22.0,Erkek,Tamamlandı,4.4,0.2
2025-02-14,İstanbul,Gıda,Zeytinyağı,61.98,8,495.84,Bireysel,Banka Kartı,21.0,Erkek,Tamamlandı,4.5,0.18
2025-02-16,Ankara,Spor,Pilates Bandı,1911.27,4,7645.08,Bireysel,Kapıda Ödeme,44.0,Erkek,Tamamlandı,4.3,0.11
2025-02-17,Ankara,Elektronik,Tablet,19695.79,1,19695.79,Kurumsal,Havale/EFT,30.0,Kadın,Beklemede,3.0,0.24
2025-02-17,Gaziantep,Gıda,Zeytinyağı,496.63,6,2979.78,Bireysel,Kredi Kartı,32.0,Kadın,Tamamlandı,4.1,0.0
2025-02-18,Ankara,Elektronik,Kulaklık,13440.64,2,26881.28,Bireysel,Banka Kartı,38.0,Kadın,Tamamlandı,4.4,0.0
2025-02-18,İzmir,Gıda,Çay,395.65,9,3560.85,Kurumsal,Banka Kartı,47.0,Kadın,İade Edildi,3.9,0.0
2025-02-18,İstanbul,Ev & Yaşam,Dekoratif Vazo,1166.11,1,1166.11,Kurumsal,Kredi Kartı,18.0,Kadın,Tamamlandı,4.6,0.0
2025-02-19,Antalya,Kitap & Kırtasiye,Kalem Seti,103.42,2,206.84,Bireysel,Banka Kartı,18.0,Erkek,Tamamlandı,5.0,0.13
2025-02-19,İstanbul,Giyim,Elbise,816.42,1,816.42,Bireysel,Kapıda Ödeme,23.0,Erkek,Tamamlandı,3.6,0.0
2025-02-20,Antalya,Elektronik,Akıllı Saat,914.36,1,914.36,Kurumsal,Kredi Kartı,20.0,Erkek,Tamamlandı,5.0,0.0
2025-02-21,Adana,Elektronik,Dizüstü Bilgisayar,7835.87,1,7835.87,Kurumsal,Kapıda Ödeme,45.0,Erkek,İade Edildi,3.2,0.25
2025-02-21,Gaziantep,Gıda,Kuruyemiş,371.77,3,1115.31,Kurumsal,Kapıda Ödeme,33.0,Erkek,Tamamlandı,3.4,0.0
2025-02-21,Ankara,Ev & Yaşam,Mum,865.11,1,865.11,Bireysel,Kredi Kartı,34.0,Kadın,Tamamlandı,5.0,0.0
2025-02-22,Gaziantep,Spor,Dambıl Seti,2490.99,2,4981.98,Bireysel,Kapıda Ödeme,37.0,Kadın,İade Edildi,3.1,0.0
2025-02-22,Antalya,Elektronik,Akıllı Saat,14494.38,1,14494.38,Kurumsal,Kredi Kartı,32.0,Erkek,Tamamlandı,2.4,0.0
2025-02-23,Adana,Elektronik,Akıllı Saat,20700.67,2,41401.34,Kurumsal,Kredi Kartı,42.0,Kadın,Tamamlandı,3.9,0.29
2025-02-23,İstanbul,Giyim,Tişört,1835.29,2,3670.58,Premium,Havale/EFT,51.0,Kadın,Tamamlandı,4.0,0.0
2025-02-23,Gaziantep,Giyim,Pantolon,1038.45,1,1038.45,Bireysel,Kapıda Ödeme,36.0,Kadın,Tamamlandı,3.6,0.0
2025-02-23,İstanbul,Giyim,Tişört,483.02,8,3864.16,Bireysel,Kapıda Ödeme,18.0,Erkek,Tamamlandı,3.1,0.0
2025-02-25,Gaziantep,Spor,Koşu Ayakkabısı,760.71,2,1521.42,Bireysel,Kredi Kartı,32.0,Kadın,Tamamlandı,3.4,0.0
2025-02-25,Antalya,Kitap & Kırtasiye,Ajanda,253.37,1,253.37,Bireysel,Banka Kartı,18.0,Erkek,İptal Edildi,3.9,0.0
2025-02-25,İstanbul,Giyim,Tişört,1647.48,6,9884.88,Kurumsal,Kredi Kartı,32.0,Erkek,Tamamlandı,3.4,0.17
2025-02-25,Trabzon,Giyim,Elbise,1271.53,5,6357.65,Premium,Banka Kartı,46.0,Kadın,İade Edildi,4.7,0.0
2025-02-27,Samsun,Ev & Yaşam,Nevresim Takımı,909.12,1,909.12,Bireysel,Havale/EFT,26.0,Erkek,Tamamlandı,2.9,0.18
2025-02-28,İstanbul,Spor,Spor Çantası,273.22,1,273.22,Kurumsal,Kredi Kartı,27.0,Kadın,Tamamlandı,4.9,0.0
2025-03-01,Adana,Kitap & Kırtasiye,Defter,177.5,1,177.5,Premium,Kredi Kartı,38.0,Kadın,Tamamlandı,4.1,0.0
